tick,source_rho,destA_rho,destB_rho
236,6.117584299752226,0.09869082366850038,1.7209979721680404
237,4.789020138222987,0.006231666612876552,1.8693071900284124
238,3.673794104499067,0.16680795419010458,1.8592988900472
239,2.8175636834345417,0.5705907181065284,1.9581346974469065
240,2.2553830490706517,0.5719115134902433,1.955322164871446
241,2.0102679426316357,0.9121055652256966,1.91310973751876
242,2.092253405374925,0.915640239685046,1.9068283168071192
243,2.497982942822932,1.2631896056619485,1.6575035425618323
244,3.2108459400413123,1.2692678668823916,1.6485715486162713
245,4.201657702166149,1.4316245202335636,1.307908188175205
246,5.429854279240548,0.002634049086036705,1.2973430005282445
247,6.845153159092197,0.3559788927657771,0.9221519741401822
248,8.38961183928932,0.35415543698824054,0.9085014813214712
249,9.999999999998565,0.4464656680311117,0.5678371169076752
250,11.61038816070781,0.4455372424674257,0.5543604838156435
251,13.154846840905162,0.5494118321844501,0.3677312970956279
252,14.570145720757049,0.5490977841175141,0.36065079107547937
253,15.798342297831873,0.6326656203252258,0.6927069617905206
254,16.789154059957138,0.6324018445367725,0.6910925072719277
255,17.50201705717607,0.6409497355773056,1.159404479363174
256,17.90774659462464,0.6400395497952193,1.1602439062060066
257,17.98973205736851,0.5252091106622515,1.6303758633627423
258,17.74461695093007,0.5236670078469123,1.634650074962475
259,17.182436316566722,0.35474298100201085,1.872958840553547
260,16.326205895502692,0.35317603005180126,4.1359080401648374e-05
261,15.210979861779194,0.1730695575831323,0.6402515635741484
262,13.882415700250286,0.17416526020373382,0.630396367628034
263,12.394904983788711,0.012918759014657584,0.7566343732916251
264,10.809346575901394,0.12699794163510533,0.7457301679070947
265,9.190653424102544,0.2034485085610765,0.8250513203679576
266,7.605095016215062,0.20316558163087337,0.8157600388666295
267,6.117584299753172,0.4533298102369769,0.7661486843021683
268,4.789020138223807,0.4529757894295446,0.7556647961184375
269,3.6737941044997298,0.7031878219583276,0.5737856401447888
270,2.8175636834350186,0.705043019179505,0.561432785129476
271,2.2553830490709235,0.949204703189356,0.3422111572467489
272,2.0102679426316907,0.9510089371963344,0.3269214201432569
273,2.092253405374761,0.9527326646400082,0.09436260698479455
274,2.4979829428225564,0.0019385007827459333,0.06749428603556126
275,3.2108459400407394,0.24720720173212463,6.851606921477738e-05
276,4.201657702165404,0.24372605424599228,1.1803642519113111
277,5.42985427923966,0.30694581845006846,1.224790898039574
278,6.845153159091202,0.30728403187925624,1.2196035447080915
279,8.389611839288316,0.5226264209196556,1.121082416740062
280,9.99999999999748,0.5241266953128466,1.1148535338951302
281,11.610388160706806,0.7705776641866032,0.8729805256519941
282,13.154846840904169,0.7731292882083795,0.8651484870629429
283,14.570145720756203,1.0248349554572187,0.5863640421737637
284,15.798342297831129,1.0283452662184605,0.5765332547442454
285,16.789154059956594,1.1656297767702812,0.2980214904142973
286,17.502017057175692,0.00150424454825554,0.2852070860887821
287,17.907746594624477,1.3634743386892023,0.05646839463333278
288,17.989732057368563,1.3675425905540326,0.030849745207695005
289,17.74461695093034,1.5752920476091892,1.030034516822206
290,17.1824363165672,1.5769052252865512,1.0257130845159623
291,16.326205895503353,0.9216118790106708,1.067037025864983
292,15.210979861780014,0.919484997093904,1.0581608449464366
293,13.882415700251231,0.5503339152866076,0.9099508791704334
294,12.394904983789743,0.5450946796069747,0.8981527944186256
295,10.80934657590247,0.17015513248438183,0.6294291543121593
296,9.19065342410362,0.16089182298865357,0.6161585277932898
297,7.605095016216094,0.00012546636525367916,0.3364559465812525
298,6.117584299754117,1.40429529977748,0.23403544379970095
299,4.789020138224628,1.458393442392382,0
300,3.673794104500391,1.46255313703489,1.9764443998652752
