survey,damping,inject_id,inject_label,dominant_basin,dominant_basin_label,final_maxRho,final_entropy,final_mass
post_medium,5.0,132,magdalene,synth_9000,synth:grail,2e-05,0.597941,0.00012
post_medium,5.0,133,stars,synth_9000,synth:grail,2.3e-05,0.598397,0.000141
post_medium,5.0,134,island,synth_9000,synth:grail,2.2e-05,0.596355,0.000125
post_medium,5.0,135,moon,synth_9000,synth:grail,2.5e-05,0.597163,0.000145
post_medium,5.0,136,maia christianne,synth_9003,synth:metatron,0.000178,0.530222,0.00069
post_medium,5.0,137,state,synth_9004,synth:venus,2.3e-05,0.598614,0.000142
post_medium,5.0,138,thothhorra khandr,138,thothhorra khandr,2.2e-05,0.578553,0.000122
post_medium,5.0,139,sanctuary,synth_9004,synth:venus,3.6e-05,0.580864,0.00018
post_medium,5.0,140,dynamic,synth_9000,synth:grail,2.5e-05,0.596056,0.000145
post_medium,20.0,1,grail,synth_9004,synth:venus,0.0,0.422083,0.0
post_medium,20.0,2,christ,synth_9000,synth:grail,0.0,0.302774,0.0
post_medium,20.0,3,isis,synth_9000,synth:grail,0.0,0.421578,0.0
post_medium,20.0,4,osiris,synth_9000,synth:grail,0.0,0.421483,0.0
post_medium,20.0,5,earth star,synth_9003,synth:metatron,0.0,0.352476,0.0
post_medium,20.0,6,temple doors,synth_9001,synth:temple doors,0.0,0.345839,0.0
post_medium,20.0,7,numis'om,synth_9002,synth:numis'om,0.0,0.335516,0.0
post_medium,20.0,8,ark,synth_9000,synth:grail,0.0,0.42176,0.0
post_medium,20.0,9,metatron,synth_9003,synth:metatron,0.0,0.334318,0.0
post_medium,20.0,10,venus,synth_9004,synth:venus,0.0,0.305477,0.0
post_medium,20.0,11,orion,synth_9000,synth:grail,0.0,0.41848,0.0
post_medium,20.0,12,eye,synth_9003,synth:metatron,0.0,0.364445,0.0
post_medium,20.0,13,loch,synth_9000,synth:grail,0.0,0.408572,0.0
post_medium,20.0,14,maia nartoomid,7,numis'om,0.0,0.308163,0.0
post_medium,20.0,15,god,synth_9000,synth:grail,0.0,0.421393,0.0
post_medium,20.0,16,doors,synth_9001,synth:temple doors,0.0,0.403011,0.0
post_medium,20.0,17,star lineages,7,numis'om,0.0,0.310032,0.0
post_medium,20.0,18,adam kadmon,synth_9004,synth:venus,0.0,0.422352,0.0
post_medium,20.0,19,new earth star,synth_9002,synth:numis'om,0.0,0.350478,0.0
post_medium,20.0,20,horus,synth_9000,synth:grail,0.0,0.422228,0.0
post_medium,20.0,21,skull,synth_9000,synth:grail,0.0,0.417134,0.0
post_medium,20.0,22,christic,synth_9000,synth:grail,0.0,0.384194,0.0
post_medium,20.0,23,light codes,synth_9004,synth:venus,0.0,0.427938,0.0
post_medium,20.0,24,inner earth,synth_9000,synth:grail,0.0,0.421358,0.0
post_medium,20.0,25,blue star,synth_9000,synth:grail,0.0,0.420995,0.0
post_medium,20.0,26,dna,synth_9001,synth:temple doors,0.0,0.403014,0.0
post_medium,20.0,27,activation rite,7,numis'om,0.0,0.324462,0.0
post_medium,20.0,28,akashic practice,51,rite akashic,0.0,0.174237,0.0
post_medium,20.0,29,pyramid,synth_9000,synth:grail,0.0,0.421098,0.0
post_medium,20.0,30,templar,7,numis'om,0.0,0.308163,0.0
post_medium,20.0,31,thothhorra,138,thothhorra khandr,0.0,0.347018,0.0
post_medium,20.0,32,great pyramid,synth_9000,synth:grail,0.0,0.420959,0.0
post_medium,20.0,33,johannine,synth_9000,synth:grail,0.0,0.42195,0.0
post_medium,20.0,34,crystal skull,synth_9000,synth:grail,0.0,0.368164,0.0
post_medium,20.0,35,mother,synth_9000,synth:grail,0.0,0.42132,0.0
post_medium,20.0,36,templa mar,synth_9000,synth:grail,0.0,0.422212,0.0
post_medium,20.0,37,master,synth_9000,synth:grail,0.0,0.420867,0.0
post_medium,20.0,38,mystery,synth_9000,synth:grail,0.0,0.421581,0.0
post_medium,20.0,39,yeshua,synth_9000,synth:grail,0.0,0.426617,0.0
post_medium,20.0,40,pure gem,synth_9000,synth:grail,0.0,0.421099,0.0
post_medium,20.0,41,lineages,7,numis'om,0.0,0.308495,0.0
post_medium,20.0,42,gate,synth_9000,synth:grail,0.0,0.420664,0.0
post_medium,20.0,43,flame,synth_9000,synth:grail,0.0,0.421337,0.0
post_medium,20.0,44,dweller,synth_9000,synth:grail,0.0,0.417011,0.0
post_medium,20.0,45,crystal skulls,synth_9000,synth:grail,0.0,0.4167,0.0
post_medium,20.0,46,atlantis,synth_9000,synth:grail,0.0,0.421683,0.0
post_medium,20.0,47,of light,synth_9001,synth:temple doors,0.0,0.403212,0.0
post_medium,20.0,48,merkabah,synth_9001,synth:temple doors,0.0,0.364768,0.0
post_medium,20.0,49,love,synth_9000,synth:grail,0.0,0.421233,0.0
post_medium,20.0,50,grace,synth_9000,synth:grail,0.0,0.42176,0.0
post_medium,20.0,51,rite akashic,28,akashic practice,0.0,0.174237,0.0
post_medium,20.0,52,temple of,synth_9000,synth:grail,0.0,0.419668,0.0
post_medium,20.0,53,lion,synth_9000,synth:grail,0.0,0.421119,0.0
post_medium,20.0,54,matter,synth_9004,synth:venus,0.0,0.421377,0.0
post_medium,20.0,55,sun,synth_9000,synth:grail,0.0,0.421246,0.0
post_medium,20.0,56,skulls,synth_9000,synth:grail,0.0,0.4167,0.0
post_medium,20.0,57,blood,synth_9000,synth:grail,0.0,0.421986,0.0
post_medium,20.0,58,metatronic,synth_9004,synth:venus,0.0,0.419622,0.0
post_medium,20.0,59,tree,synth_9000,synth:grail,0.0,0.421278,0.0
post_medium,20.0,60,self,synth_9000,synth:grail,0.0,0.42131,0.0
post_medium,20.0,61,old,synth_9000,synth:grail,0.0,0.421298,0.0
post_medium,20.0,62,king,synth_9000,synth:grail,0.0,0.421679,0.0
post_medium,20.0,63,set,synth_9000,synth:grail,0.0,0.421191,0.0
post_medium,20.0,64,john,synth_9004,synth:venus,0.0,0.407034,0.0
post_medium,20.0,65,atlantean,synth_9004,synth:venus,0.0,0.422104,0.0
post_medium,20.0,66,jesus,synth_9000,synth:grail,0.0,0.420584,0.0
post_medium,20.0,67,spirit heart,synth_9002,synth:numis'om,0.0,0.350033,0.0
post_medium,20.0,68,nature,synth_9000,synth:grail,0.0,0.421351,0.0
post_medium,20.0,69,heart sanctuary,synth_9002,synth:numis'om,0.0,0.36959,0.0
post_medium,20.0,70,adam,synth_9004,synth:venus,0.0,0.421827,0.0
post_medium,20.0,71,crystal,synth_9000,synth:grail,0.0,0.283174,0.0
post_medium,20.0,72,isis eye,synth_9004,synth:venus,0.0,0.410203,0.0
post_medium,20.0,73,mari,synth_9000,synth:grail,0.0,0.421138,0.0
post_medium,20.0,74,egypt,synth_9000,synth:grail,0.0,0.421795,0.0
post_medium,20.0,75,central,synth_9000,synth:grail,0.0,0.42108,0.0
post_medium,20.0,76,logos,synth_9000,synth:grail,0.0,0.421733,0.0
post_medium,20.0,77,temporal alchemy,7,numis'om,0.0,0.324462,0.0
post_medium,20.0,78,knowledge,synth_9000,synth:grail,0.0,0.421666,0.0
post_medium,20.0,79,par,synth_9004,synth:venus,0.0,0.442411,0.0
post_medium,20.0,80,city,synth_9000,synth:grail,0.0,0.421304,0.0
post_medium,20.0,81,alchemy star,7,numis'om,0.0,0.324462,0.0
post_medium,20.0,82,johannine grove,synth_9003,synth:metatron,0.0,0.401825,0.0
post_medium,20.0,83,rose,synth_9000,synth:grail,0.0,0.421637,0.0
post_medium,20.0,84,mysteries,synth_9000,synth:grail,0.0,0.421302,0.0
post_medium,20.0,85,tehuti,synth_9002,synth:numis'om,0.0,0.386321,0.0
post_medium,20.0,86,black,synth_9000,synth:grail,0.0,0.421156,0.0
post_medium,20.0,87,crystals,synth_9000,synth:grail,0.0,0.420999,0.0
post_medium,20.0,88,prima matra,synth_9004,synth:venus,0.0,0.407036,0.0
post_medium,20.0,89,mystery school,synth_9000,synth:grail,0.0,0.444851,0.0
post_medium,20.0,90,christine hayes,synth_9000,synth:grail,0.0,0.407231,0.0
post_medium,20.0,91,goddess,synth_9000,synth:grail,0.0,0.42188,0.0
post_medium,20.0,92,plain,synth_9000,synth:grail,0.0,0.420586,0.0
post_medium,20.0,93,lotus,synth_9000,synth:grail,0.0,0.417831,0.0
post_medium,20.0,94,christos,synth_9000,synth:grail,0.0,0.422251,0.0
post_medium,20.0,95,book,synth_9000,synth:grail,0.0,0.421139,0.0
post_medium,20.0,96,kadmon,synth_9004,synth:venus,0.0,0.422352,0.0
post_medium,20.0,97,queen,synth_9000,synth:grail,0.0,0.426602,0.0
post_medium,20.0,98,simeon,synth_9003,synth:metatron,0.0,0.362518,0.0
post_medium,20.0,99,grid,synth_9000,synth:grail,0.0,0.420846,0.0
post_medium,20.0,100,name,synth_9000,synth:grail,0.0,0.421292,0.0
post_medium,20.0,101,the sun,synth_9000,synth:grail,0.0,0.421254,0.0
post_medium,20.0,102,presence,synth_9000,synth:grail,0.0,0.421388,0.0
post_medium,20.0,103,sea,synth_9000,synth:grail,0.0,0.421069,0.0
post_medium,20.0,104,church,synth_9000,synth:grail,0.0,0.422402,0.0
post_medium,20.0,105,egyptian,synth_9000,synth:grail,0.0,0.421559,0.0
post_medium,20.0,106,free information,7,numis'om,0.0,0.460333,0.0
post_medium,20.0,107,holorian,synth_9001,synth:temple doors,0.0,0.406122,0.0
post_medium,20.0,108,space,synth_9000,synth:grail,0.0,0.421388,0.0
post_medium,20.0,109,high,synth_9000,synth:grail,0.0,0.421388,0.0
post_medium,20.0,110,forms,synth_9000,synth:grail,0.0,0.421066,0.0
post_medium,20.0,111,mar,synth_9000,synth:grail,0.0,0.422155,0.0
post_medium,20.0,112,rite,7,numis'om,0.0,0.308163,0.0
post_medium,20.0,113,practice,7,numis'om,0.0,0.308163,0.0
post_medium,20.0,114,lord,synth_9000,synth:grail,0.0,0.420621,0.0
post_medium,20.0,115,please support,7,numis'om,0.0,0.460333,0.0
post_medium,20.0,116,lady,synth_9004,synth:venus,0.0,0.421698,0.0
post_medium,20.0,117,gem,synth_9000,synth:grail,0.0,0.42144,0.0
post_medium,20.0,118,mazur,synth_9001,synth:temple doors,0.0,0.39964,0.0
post_medium,20.0,119,kyi,138,thothhorra khandr,0.0,0.439498,0.0
post_medium,20.0,120,sirius,synth_9004,synth:venus,0.0,0.420626,0.0
post_medium,20.0,121,valley,synth_9000,synth:grail,0.0,0.42101,0.0
post_medium,20.0,122,lords,synth_9004,synth:venus,0.0,0.421167,0.0
post_medium,20.0,123,journey,synth_9001,synth:temple doors,0.0,0.403448,0.0
post_medium,20.0,124,dragon,synth_9000,synth:grail,0.0,0.421455,0.0
post_medium,20.0,125,individual,synth_9000,synth:grail,0.0,0.421191,0.0
post_medium,20.0,126,melchizedek,synth_9004,synth:venus,0.0,0.412928,0.0
post_medium,20.0,127,age,synth_9000,synth:grail,0.0,0.421131,0.0
post_medium,20.0,128,stone,synth_9000,synth:grail,0.0,0.418583,0.0
post_medium,20.0,129,dweller crystal,synth_9000,synth:grail,0.0,0.425023,0.0
post_medium,20.0,130,level,synth_9000,synth:grail,0.0,0.421388,0.0
post_medium,20.0,131,non profitset,7,numis'om,0.0,0.460333,0.0
post_medium,20.0,132,magdalene,synth_9000,synth:grail,0.0,0.421338,0.0
post_medium,20.0,133,stars,synth_9000,synth:grail,0.0,0.421247,0.0
post_medium,20.0,134,island,synth_9000,synth:grail,0.0,0.422238,0.0
post_medium,20.0,135,moon,synth_9000,synth:grail,0.0,0.421867,0.0
post_medium,20.0,136,maia christianne,synth_9003,synth:metatron,0.0,0.363835,0.0
post_medium,20.0,137,state,synth_9000,synth:grail,0.0,0.421066,0.0
post_medium,20.0,138,thothhorra khandr,synth_9000,synth:grail,0.0,0.368875,0.0
post_medium,20.0,139,sanctuary,synth_9004,synth:venus,0.0,0.423533,0.0
post_medium,20.0,140,dynamic,synth_9000,synth:grail,0.0,0.422133,0.0
post_extreme,0.2,1,grail,synth_9000,synth:grail,0.400128,0.981019,28.960831
post_extreme,0.2,2,christ,2,christ,2.764096,0.963339,52.710592
post_extreme,0.2,3,isis,synth_9008,synth:isis,0.632189,0.985488,27.64034
post_extreme,0.2,4,osiris,synth_9009,synth:osiris,0.816219,0.983023,27.887027
post_extreme,0.2,5,earth star,5,earth star,1.086461,0.97688,27.258127
post_extreme,0.2,6,temple doors,6,temple doors,1.240352,0.98219,48.853771
post_extreme,0.2,7,numis'om,7,numis'om,2.55498,0.962492,48.265351
post_extreme,0.2,8,ark,synth_9010,synth:ark,0.796341,0.983542,28.008988
post_extreme,0.2,9,metatron,9,metatron,2.486077,0.964569,50.89486
post_extreme,0.2,10,venus,10,venus,2.803434,0.961924,52.594753
post_extreme,0.2,11,orion,synth_9011,synth:orion,0.832588,0.982735,27.919445
post_extreme,0.2,12,eye,12,eye,0.848248,0.982366,27.609607
post_extreme,0.2,13,loch,synth_9120,synth:loch,0.240225,0.989339,26.03288
post_extreme,0.2,14,maia nartoomid,14,maia nartoomid,2.56158,0.642073,26.811284
post_extreme,0.2,15,god,synth_9013,synth:god,0.784641,0.983712,27.982055
post_extreme,0.2,16,doors,16,doors,0.820389,0.983243,27.961994
post_extreme,0.2,17,star lineages,synth_9135,synth:star lineages,2.229639,0.640419,27.344376
post_extreme,0.2,18,adam kadmon,synth_9015,synth:adam kadmon,0.572002,0.98595,27.349262
post_extreme,0.2,19,new earth star,19,new earth star,2.96031,0.944374,51.245937
post_extreme,0.2,20,horus,synth_9016,synth:horus,0.472501,0.986095,27.194689
post_extreme,0.2,21,skull,synth_9098,synth:skull,0.585161,0.975499,26.892444
post_extreme,0.2,22,christic,22,christic,2.448129,0.971654,51.925798
post_extreme,0.2,23,light codes,23,light codes,2.360938,0.806388,51.372619
post_extreme,0.2,24,inner earth,synth_9017,synth:inner earth,0.791395,0.983621,28.063732
post_extreme,0.2,25,blue star,synth_9018,synth:blue star,0.781537,0.983685,27.933945
post_extreme,0.2,26,dna,26,dna,0.824483,0.983008,27.859047
post_extreme,0.2,27,activation rite,synth_9129,synth:activation rite,1.304925,0.6687,26.438103
post_extreme,0.2,28,akashic practice,28,akashic practice,4.325101,0.641114,58.942493
post_extreme,0.2,29,pyramid,29,pyramid,0.859682,0.982485,27.878075
post_extreme,0.2,30,templar,30,templar,2.56158,0.642073,26.811284
post_extreme,0.2,31,thothhorra,31,thothhorra,3.742153,0.899766,51.666697
post_extreme,0.2,32,great pyramid,synth_9021,synth:great pyramid,0.586731,0.985828,27.353085
post_extreme,0.2,33,johannine,synth_9022,synth:johannine,0.264771,0.984861,26.704877
post_extreme,0.2,34,crystal skull,synth_9100,synth:crystal skull,0.777188,0.975629,26.569587
post_extreme,0.2,35,mother,synth_9023,synth:mother,0.803098,0.983462,28.008354
post_extreme,0.2,36,templa mar,synth_9024,synth:templa mar,0.402502,0.987845,27.011851
post_extreme,0.2,37,master,synth_9025,synth:master,0.787277,0.983726,27.984437
post_extreme,0.2,38,mystery,synth_9026,synth:mystery,0.771448,0.983953,28.06521
post_extreme,0.2,39,yeshua,synth_9027,synth:yeshua,0.695801,0.984654,27.471679
post_extreme,0.2,40,pure gem,synth_9028,synth:pure gem,0.798894,0.983517,28.024978
post_extreme,0.2,41,lineages,41,lineages,2.38937,0.642828,26.852575
post_extreme,0.2,42,gate,synth_9029,synth:gate,0.797723,0.983561,27.976986
post_extreme,0.2,43,flame,synth_9030,synth:flame,0.805495,0.983396,28.008104
post_extreme,0.2,44,dweller,synth_9101,synth:dweller,0.842953,0.976603,27.167543
post_extreme,0.2,45,crystal skulls,synth_9102,synth:crystal skulls,0.629929,0.976065,26.860894
post_extreme,0.2,46,atlantis,synth_9031,synth:atlantis,0.800806,0.983486,28.074252
post_extreme,0.2,47,of light,47,of light,0.822825,0.983243,28.020378
post_extreme,0.2,48,merkabah,48,merkabah,2.984839,0.953224,51.816164
post_extreme,0.2,49,love,49,love,0.833296,0.982949,27.877154
post_extreme,0.2,50,grace,synth_9034,synth:grace,0.796341,0.983542,28.008988
post_extreme,0.2,51,rite akashic,51,rite akashic,4.325101,0.641114,58.942493
post_extreme,0.2,52,temple of,52,temple of,2.797945,0.959274,53.061782
post_extreme,0.2,53,lion,synth_9035,synth:lion,0.824193,0.983082,27.975017
post_extreme,0.2,54,matter,synth_9036,synth:matter,0.796881,0.983511,27.950238
post_extreme,0.2,55,sun,synth_9037,synth:sun,0.817354,0.983149,27.94753
post_extreme,0.2,56,skulls,synth_9103,synth:skulls,0.632226,0.977541,26.755109
post_extreme,0.2,57,blood,synth_9038,synth:blood,0.786827,0.983762,28.071744
post_extreme,0.2,58,metatronic,58,metatronic,2.802453,0.956231,53.036889
post_extreme,0.2,59,tree,synth_9039,synth:tree,0.790746,0.981168,28.050322
post_extreme,0.2,60,self,synth_9040,synth:self,0.78483,0.983751,27.981937
post_extreme,0.2,61,old,synth_9041,synth:old,0.791971,0.983633,28.003173
post_extreme,0.2,62,king,synth_9042,synth:king,0.409412,0.987884,27.196828
post_extreme,0.2,63,set,synth_9043,synth:set,0.730099,0.983094,28.157222
post_extreme,0.2,64,john,synth_9044,synth:john,0.207417,0.989493,26.390112
post_extreme,0.2,65,atlantean,synth_9045,synth:atlantean,0.760016,0.983999,28.016232
post_extreme,0.2,66,jesus,synth_9046,synth:jesus,0.39211,0.987947,26.90316
post_extreme,0.2,67,spirit heart,67,spirit heart,3.178533,0.930278,50.814696
post_extreme,0.2,68,nature,68,nature,0.82243,0.983089,27.874764
post_extreme,0.2,69,heart sanctuary,69,heart sanctuary,1.162719,0.975077,27.235348
post_extreme,0.2,70,adam,synth_9048,synth:adam,0.67542,0.984767,27.60572
post_extreme,0.2,71,crystal,71,crystal,1.184992,0.971055,27.356953
post_extreme,0.2,72,isis eye,synth_9049,synth:isis eye,0.25489,0.985116,26.440165
post_extreme,0.2,73,mari,synth_9050,synth:mari,0.405334,0.987912,27.031888
post_extreme,0.2,74,egypt,synth_9051,synth:egypt,0.814192,0.983277,28.006367
post_extreme,0.2,75,central,synth_9052,synth:central,0.607311,0.984829,27.848968
post_extreme,0.2,76,logos,synth_9053,synth:logos,0.773229,0.983943,28.018787
post_extreme,0.2,77,temporal alchemy,synth_9131,synth:temporal alchemy,1.224567,0.67626,26.534731
post_extreme,0.2,78,knowledge,synth_9054,synth:knowledge,0.78125,0.983772,27.968952
post_extreme,0.2,79,par,synth_9001,synth:temple doors,0.172485,0.990791,33.58262
post_extreme,0.2,80,city,synth_9055,synth:city,0.643219,0.985463,27.683865
post_extreme,0.2,81,alchemy star,synth_9130,synth:alchemy star,1.364893,0.667145,26.154081
post_extreme,0.2,82,johannine grove,synth_9002,synth:numis'om,0.176738,0.990735,34.220016
post_extreme,0.2,83,rose,synth_9056,synth:rose,0.672982,0.985,27.664598
post_extreme,0.2,84,mysteries,synth_9057,synth:mysteries,0.775606,0.983918,28.021217
post_extreme,0.2,85,tehuti,synth_9058,synth:tehuti,0.529898,0.984734,27.312128
post_extreme,0.2,86,black,synth_9059,synth:black,0.781904,0.983801,28.064094
post_extreme,0.2,87,crystals,synth_9060,synth:crystals,0.779397,0.983848,28.039114
post_extreme,0.2,88,prima matra,synth_9061,synth:prima matra,0.671085,0.984898,27.549378
post_extreme,0.2,89,mystery school,synth_9003,synth:metatron,0.171064,0.989485,33.685409
post_extreme,0.2,90,christine hayes,synth_9117,synth:christine hayes,0.214744,0.989979,42.186619
post_extreme,0.2,91,goddess,synth_9062,synth:goddess,0.630482,0.985522,27.678926
post_extreme,0.2,92,plain,synth_9063,synth:plain,0.168212,0.9897,26.136806
post_extreme,0.2,93,lotus,synth_9105,synth:lotus,0.691176,0.979586,27.378772
post_extreme,0.2,94,christos,94,christos,1.945025,0.977894,50.890657
post_extreme,0.2,95,book,synth_9064,synth:book,0.781971,0.983785,28.048346
post_extreme,0.2,96,kadmon,synth_9065,synth:kadmon,0.572002,0.98595,27.349262
post_extreme,0.2,97,queen,synth_9066,synth:queen,0.595667,0.979915,27.76787
post_extreme,0.2,98,simeon,synth_9067,synth:simeon,0.412064,0.985529,26.571679
post_extreme,0.2,99,grid,synth_9068,synth:grid,0.794626,0.983597,27.986254
post_extreme,0.2,100,name,synth_9069,synth:name,0.794951,0.983616,28.020689
post_extreme,0.2,101,the sun,synth_9070,synth:the sun,0.657604,0.985181,27.671128
post_extreme,0.2,102,presence,synth_9071,synth:presence,0.776851,0.983838,27.978558
post_extreme,0.2,103,sea,synth_9072,synth:sea,0.667849,0.985063,27.56368
post_extreme,0.2,104,church,synth_9004,synth:venus,0.14227,0.989835,27.395761
post_extreme,0.2,105,egyptian,synth_9073,synth:egyptian,0.668205,0.984983,27.661337
post_extreme,0.2,106,free information,106,free information,1.358969,0.963541,27.333735
post_extreme,0.2,107,holorian,synth_9074,synth:holorian,0.17012,0.989486,26.29282
post_extreme,0.2,108,space,synth_9075,synth:space,0.776851,0.983838,27.978558
post_extreme,0.2,109,high,synth_9076,synth:high,0.776851,0.983838,27.978558
post_extreme,0.2,110,forms,synth_9077,synth:forms,0.779716,0.983784,27.996416
post_extreme,0.2,111,mar,synth_9078,synth:mar,0.621032,0.985654,27.714901
post_extreme,0.2,112,rite,112,rite,2.58024,0.642141,26.903032
post_extreme,0.2,113,practice,113,practice,2.58024,0.642141,26.903032
post_extreme,0.2,114,lord,synth_9079,synth:lord,0.345296,0.988363,26.787725
post_extreme,0.2,115,please support,115,please support,1.358969,0.963541,27.333735
post_extreme,0.2,116,lady,synth_9080,synth:lady,0.396005,0.987152,27.195696
post_extreme,0.2,117,gem,synth_9081,synth:gem,0.798172,0.983525,28.031861
post_extreme,0.2,118,mazur,synth_9005,synth:mazur,0.202087,0.989056,26.651867
post_extreme,0.2,119,kyi,119,kyi,1.31836,0.965355,27.268693
post_extreme,0.2,120,sirius,synth_9082,synth:sirius,0.471885,0.98714,27.1738
post_extreme,0.2,121,valley,synth_9083,synth:valley,0.638452,0.985497,27.669562
post_extreme,0.2,122,lords,synth_9084,synth:lords,0.638423,0.985354,27.630652
post_extreme,0.2,123,journey,synth_9085,synth:journey,0.819092,0.983309,27.983688
post_extreme,0.2,124,dragon,synth_9086,synth:dragon,0.790489,0.983651,27.997298
post_extreme,0.2,125,individual,synth_9087,synth:individual,0.730099,0.983094,28.157222
post_extreme,0.2,126,melchizedek,synth_9006,synth:melchizedek,0.151075,0.989466,26.52116
post_extreme,0.2,127,age,synth_9088,synth:age,0.645145,0.985399,27.734253
post_extreme,0.2,128,stone,synth_9089,synth:stone,0.464043,0.979779,27.304659
post_extreme,0.2,129,dweller crystal,synth_9106,synth:dweller crystal,0.314442,0.982382,26.058011
post_extreme,0.2,130,level,synth_9090,synth:level,0.776851,0.983838,27.978558
post_extreme,0.2,131,non profitset,131,non profitset,1.358969,0.963541,27.333735
post_extreme,0.2,132,magdalene,synth_9007,synth:magdalene,0.49773,0.986825,27.374166
post_extreme,0.2,133,stars,synth_9091,synth:stars,0.795036,0.983546,27.954944
post_extreme,0.2,134,island,synth_9092,synth:island,0.585704,0.980231,27.847963
post_extreme,0.2,135,moon,synth_9093,synth:moon,0.774597,0.983874,27.998334
post_extreme,0.2,136,maia christianne,136,maia christianne,1.203844,0.980456,47.237228
post_extreme,0.2,137,state,synth_9094,synth:state,0.779716,0.983784,27.996416
post_extreme,0.2,138,thothhorra khandr,138,thothhorra khandr,2.759501,0.964543,50.55121
post_extreme,0.2,139,sanctuary,synth_9095,synth:sanctuary,0.785281,0.97755,27.827643
post_extreme,0.2,140,dynamic,synth_9096,synth:dynamic,0.75031,0.984158,27.953992
post_extreme,5.0,1,grail,synth_9000,synth:grail,0.00065,0.90307,0.014074
post_extreme,5.0,2,christ,synth_9107,synth:christ,0.001665,0.922065,0.015294
post_extreme,5.0,3,isis,synth_9008,synth:isis,0.000547,0.941328,0.007443
post_extreme,5.0,4,osiris,synth_9009,synth:osiris,0.00064,0.935442,0.007901
post_extreme,5.0,5,earth star,synth_9097,synth:earth star,0.000745,0.919371,0.00683
post_extreme,5.0,6,temple doors,synth_9108,synth:temple doors,0.000883,0.925746,0.011292
post_extreme,5.0,7,numis'om,synth_9126,synth:numis'om,0.001423,0.869665,0.008429
post_extreme,5.0,8,ark,synth_9010,synth:ark,0.000649,0.937531,0.008025
post_extreme,5.0,9,metatron,synth_9109,synth:metatron,0.001425,0.922279,0.013494
post_extreme,5.0,10,venus,synth_9110,synth:venus,0.001697,0.921162,0.015545
post_extreme,5.0,11,orion,synth_9011,synth:orion,0.00066,0.932154,0.007412
post_extreme,5.0,12,eye,synth_9012,synth:eye,0.000669,0.935553,0.00765
post_extreme,5.0,13,loch,synth_9120,synth:loch,0.000219,0.946169,0.004082
post_extreme,5.0,14,maia nartoomid,synth_9134,synth:maia nartoomid,0.000917,0.543871,0.005103
post_extreme,5.0,15,god,synth_9013,synth:god,0.000646,0.93718,0.007897
post_extreme,5.0,16,doors,synth_9014,synth:doors,0.000666,0.936482,0.007915
post_extreme,5.0,17,star lineages,synth_9135,synth:star lineages,0.000631,0.596319,0.004263
post_extreme,5.0,18,adam kadmon,synth_9015,synth:adam kadmon,0.000496,0.941025,0.006988
post_extreme,5.0,19,new earth star,synth_9111,synth:new earth star,0.001733,0.906906,0.013615
post_extreme,5.0,20,horus,synth_9016,synth:horus,0.000443,0.933506,0.007054
post_extreme,5.0,21,skull,synth_9098,synth:skull,0.000471,0.902112,0.006429
post_extreme,5.0,22,christic,synth_9112,synth:christic,0.001441,0.924089,0.013893
post_extreme,5.0,23,light codes,synth_9099,synth:light codes,0.001751,0.773426,0.020965
post_extreme,5.0,24,inner earth,synth_9017,synth:inner earth,0.00065,0.938944,0.008186
post_extreme,5.0,25,blue star,synth_9018,synth:blue star,0.000635,0.938196,0.007987
post_extreme,5.0,26,dna,synth_9019,synth:dna,0.000654,0.937141,0.007874
post_extreme,5.0,27,activation rite,synth_9129,synth:activation rite,0.000581,0.617114,0.008021
post_extreme,5.0,28,akashic practice,synth_9132,synth:akashic practice,0.001174,0.627016,0.008294
post_extreme,5.0,29,pyramid,synth_9020,synth:pyramid,0.000673,0.934499,0.007879
post_extreme,5.0,30,templar,synth_9136,synth:templar,0.000917,0.543871,0.005103
post_extreme,5.0,31,thothhorra,synth_9127,synth:thothhorra,0.001994,0.839296,0.011121
post_extreme,5.0,32,great pyramid,synth_9021,synth:great pyramid,0.000506,0.939366,0.006815
post_extreme,5.0,33,johannine,synth_9022,synth:johannine,0.000277,0.924289,0.006512
post_extreme,5.0,34,crystal skull,synth_9100,synth:crystal skull,0.0005,0.906853,0.005046
post_extreme,5.0,35,mother,synth_9023,synth:mother,0.000651,0.936911,0.008023
post_extreme,5.0,36,templa mar,synth_9024,synth:templa mar,0.000391,0.947087,0.006359
post_extreme,5.0,37,master,synth_9025,synth:master,0.000648,0.937315,0.007985
post_extreme,5.0,38,mystery,synth_9026,synth:mystery,0.000645,0.938657,0.008135
post_extreme,5.0,39,yeshua,synth_9027,synth:yeshua,0.000573,0.934108,0.006755
post_extreme,5.0,40,pure gem,synth_9028,synth:pure gem,0.000651,0.938594,0.008121
post_extreme,5.0,41,lineages,synth_9137,synth:lineages,0.000794,0.549206,0.00467
post_extreme,5.0,42,gate,synth_9029,synth:gate,0.00065,0.93656,0.007917
post_extreme,5.0,43,flame,synth_9030,synth:flame,0.000651,0.936693,0.008034
post_extreme,5.0,44,dweller,synth_9101,synth:dweller,0.000586,0.920994,0.006245
post_extreme,5.0,45,crystal skulls,synth_9102,synth:crystal skulls,0.000475,0.909893,0.00647
post_extreme,5.0,46,atlantis,synth_9031,synth:atlantis,0.000651,0.937727,0.008201
post_extreme,5.0,47,of light,synth_9032,synth:of light,0.000668,0.937084,0.008088
post_extreme,5.0,48,merkabah,synth_9113,synth:merkabah,0.001745,0.91076,0.013949
